"party_name","federal_contribution","riding.name","riding.id","year","total_contributions","total_contributions.over_200","total_contributions.200_or_less","total_contributions.20_or_less","n_contributors","n_contributors.over_200","n_contributors.200_or_less","n_contributors.20_or_less"
"Liberal Party of Canada",FALSE,"Sarnia—Lambton",35078,"2007",1336850,710125,577195,49530,206,17,69,120
"Liberal Party of Canada",FALSE,"Scarborough—Agincourt",35080,"2007",7439500,6598500,841000,0,220,162,58,0
"Liberal Party of Canada",FALSE,"Scarborough Centre",35081,"2007",1305500,330000,608000,0,75,16,59,0
"Liberal Party of Canada",FALSE,"Scarborough—Guildwood",35082,"2007",1076000,840000,236000,0,39,16,23,0
"Liberal Party of Canada",FALSE,"Scarborough—Rouge River",35083,"2007",1633412,573907,1059505,0,111,14,97,0
"Liberal Party of Canada",FALSE,"Scarborough Southwest",35084,"2007",746500,405000,341500,0,62,6,56,0
"Liberal Party of Canada",FALSE,"Simcoe—Grey",35085,"2007",732500,560000,172500,0,22,9,13,0
"Liberal Party of Canada",FALSE,"Simcoe North",35086,"2007",1395986,974468,421518,0,73,21,52,0
"Liberal Party of Canada",FALSE,"Stormont—Dundas—South Glengarry",35087,"2007",933744,324042,609702,0,94,9,85,0
"Liberal Party of Canada",FALSE,"Sudbury",35088,"2007",753700,428600,232000,93100,0,-15,15,0
"Liberal Party of Canada",FALSE,"Thornhill",35089,"2007",2577230,1317533,1259697,0,137,23,114,0
"Liberal Party of Canada",FALSE,"Thunder Bay—Rainy River",35090,"2007",145000,1e+05,45000,0,4,1,3,0
"Liberal Party of Canada",FALSE,"Thunder Bay—Superior North",35091,"2007",1642500,1485000,157500,0,41,23,18,0
"Liberal Party of Canada",FALSE,"Toronto Centre",35093,"2007",4397120,4075668,321452,0,88,67,21,0
"Liberal Party of Canada",FALSE,"Toronto—Danforth",35094,"2007",421741,192724,229017,0,27,4,23,0
"Liberal Party of Canada",FALSE,"Trinity—Spadina",35095,"2007",177500,110000,67500,0,9,2,7,0
"Liberal Party of Canada",FALSE,"Welland",35097,"2007",1339774,379688,960086,0,263,11,252,0
"Liberal Party of Canada",FALSE,"Wellington—Halton Hills",35098,"2007",815742,284541,506701,24500,121,60,61,0
"Liberal Party of Canada",FALSE,"Willowdale",35100,"2007",2391575,1658263,733312,0,83,25,58,0
"Liberal Party of Canada",FALSE,"Windsor—Tecumseh",35101,"2007",705000,705000,0,0,10,10,0,0
"Liberal Party of Canada",FALSE,"York Centre",35103,"2007",1780843,1327654,383690,69500,92,0,35,57
"Liberal Party of Canada",FALSE,"York—Simcoe",35104,"2007",2119449,1512200,601749,5500,73,24,38,11
"Liberal Party of Canada",FALSE,"York South—Weston",35105,"2007",1367092,720863,646229,0,74,22,52,0
"Liberal Party of Canada",FALSE,"York West",35106,"2007",783000,460000,323000,0,72,9,63,0
"Liberal Party of Canada",FALSE,"Charleswood—St. James—Assiniboia",46002,"2007",331598,205000,126598,0,75,3,72,0
"Liberal Party of Canada",FALSE,"Churchill",46003,"2007",469100,111300,357800,0,38,3,35,0
"Liberal Party of Canada",FALSE,"Dauphin—Swan River—Marquette",46004,"2007",254825,90000,141825,23000,58,1,32,25
"Liberal Party of Canada",FALSE,"Portage—Lisgar",46007,"2007",5000,0,0,0,50,50,0,0
"Liberal Party of Canada",FALSE,"Saint Boniface",46009,"2007",2462307,1302857,1159450,0,130,32,98,0
"Liberal Party of Canada",FALSE,"Selkirk—Interlake",46010,"2007",64000,0,0,64000,0,0,0,0
"Liberal Party of Canada",FALSE,"Winnipeg Centre",46011,"2007",1272285,618004,654281,0,101,13,88,0
"Liberal Party of Canada",FALSE,"Winnipeg South",46013,"2007",78000,30000,48000,0,6,1,5,0
"Liberal Party of Canada",FALSE,"Winnipeg South Centre",46014,"2007",1645709,720153,925557,0,111,20,91,0
"Liberal Party of Canada",FALSE,"Cypress Hills—Grasslands",47004,"2007",735000,630000,105000,0,21,11,10,0
"Liberal Party of Canada",FALSE,"Palliser",47005,"2007",2321400,1290000,1031400,0,113,25,88,0
"Liberal Party of Canada",FALSE,"Regina—Lumsden—Lake Centre",47007,"2007",285000,270000,15000,0,5,3,2,0
"Liberal Party of Canada",FALSE,"Regina—Qu'Appelle",47008,"2007",1054025,260000,0,63525,109,109,0,0
"Liberal Party of Canada",FALSE,"Saskatoon—Humboldt",47009,"2007",75000,75000,25000,0,4,1,3,0
"Liberal Party of Canada",FALSE,"Saskatoon—Wanuskewin",47011,"2007",402634,46616,348793,7225,87,2,53,32
"Liberal Party of Canada",FALSE,"Wascana",47013,"2007",3090482,2087475,1003007,0,154,55,99,0
"Liberal Party of Canada",FALSE,"Calgary Centre-North",48003,"2007",281308,87207,194101,0,38,2,36,0
"Liberal Party of Canada",FALSE,"Calgary—Nose Hill",48005,"2007",678618,0,0,0,191,3,188,0
"Liberal Party of Canada",FALSE,"Calgary Centre",48006,"2007",391140,257840,113800,19500,37,5,18,14
"Liberal Party of Canada",FALSE,"Calgary Southwest",48008,"2007",825232,252401,572831,0,156,5,151,0
"Liberal Party of Canada",FALSE,"Edmonton Centre",48012,"2007",510500,421000,89500,0,17,9,8,0
"Liberal Party of Canada",FALSE,"Edmonton East",48013,"2007",218226,132526,85700,0,22,3,19,0
"Liberal Party of Canada",FALSE,"Edmonton—Leduc",48014,"2007",135128,30000,105128,0,22,1,21,0
"Liberal Party of Canada",FALSE,"Edmonton—St. Albert",48015,"2007",340000,320000,20000,0,0,-2,2,0
"Liberal Party of Canada",FALSE,"Edmonton—Sherwood Park",48016,"2007",21000,21000,0,0,1,1,0,0
"Liberal Party of Canada",FALSE,"Edmonton—Strathcona",48018,"2007",4541603,3478987,1062115,500,315,59,255,1
"Liberal Party of Canada",FALSE,"Lethbridge",48019,"2007",484897,64623,37460,382815,337,2,16,319
"Liberal Party of Canada",FALSE,"Macleod",48020,"2007",472254,468754,0,3500,0,0,0,0
"Liberal Party of Canada",FALSE,"Medicine Hat",48021,"2007",414039,3e+05,114040,0,29,3,26,0
"Liberal Party of Canada",FALSE,"Westlock—St. Paul",48025,"2007",286300,162950,113350,10000,34,3,18,13
"Liberal Party of Canada",FALSE,"Wetaskiwin",48026,"2007",576039,566000,0,10039,22,12,0,10
"Liberal Party of Canada",FALSE,"Wild Rose",48027,"2007",63000,40000,14000,9000,9,1,2,6
"Liberal Party of Canada",FALSE,"Abbotsford",59001,"2007",1262629,1220000,30629,12000,35,17,3,15
"Liberal Party of Canada",FALSE,"Burnaby—Douglas",59002,"2007",1223931,694171,461260,68500,121,17,44,60
"Liberal Party of Canada",FALSE,"Chilliwack—Fraser Canyon",59005,"2007",113117,103824,9293,0,4,2,2,0
"Liberal Party of Canada",FALSE,"Esquimalt—Juan de Fuca",59008,"2007",315000,140000,175000,0,22,3,19,0
"Liberal Party of Canada",FALSE,"Fleetwood—Port Kells",59009,"2007",2071686,1263476,710510,97700,164,24,53,87
"Liberal Party of Canada",FALSE,"Kamloops—Thompson—Cariboo",59010,"2007",1346845,1240107,106738,0,38,31,7,0
"Liberal Party of Canada",FALSE,"Kelowna—Lake Country",59011,"2007",320369,210000,110369,0,16,6,10,0
"Liberal Party of Canada",FALSE,"Langley",59013,"2007",396117,177715,218402,0,32,4,28,0
"Liberal Party of Canada",FALSE,"Nanaimo—Cowichan",59015,"2007",385000,350000,35000,0,9,5,4,0
"Liberal Party of Canada",FALSE,"Newton—North Delta",59016,"2007",3797173,3320044,477128,0,119,72,47,0
"Liberal Party of Canada",FALSE,"New Westminster—Coquitlam",59017,"2007",355355,250000,105355,0,18,6,12,0
"Liberal Party of Canada",FALSE,"Okanagan—Shuswap",59018,"2007",2250138,1670500,428738,150900,310,32,40,238
"Liberal Party of Canada",FALSE,"North Vancouver",59019,"2007",3155148,3034000,109148,12000,55,28,12,15
"Liberal Party of Canada",FALSE,"Okanagan—Coquihalla",59020,"2007",378369,350000,28369,0,9,6,3,0
"Liberal Party of Canada",FALSE,"Port Moody—Westwood—Port Coquitlam",59021,"2007",784024,643019,127955,13050,39,12,11,16
"Liberal Party of Canada",FALSE,"Richmond",59023,"2007",3625603,3120806,481547,23250,138,52,66,20
"Liberal Party of Canada",FALSE,"Saanich—Gulf Islands",59024,"2007",3095772,2530000,519317,46455,318,48,46,224
"Liberal Party of Canada",FALSE,"Skeena—Bulkley Valley",59025,"2007",40000,40000,0,0,1,1,0,0
"Liberal Party of Canada",FALSE,"South Surrey—White Rock—Cloverdale",59027,"2007",2332743,2150000,73043,109700,128,24,8,96
"Liberal Party of Canada",FALSE,"Vancouver Centre",59029,"2007",1061629,595048,449281,17300,80,16,47,17
"Liberal Party of Canada",FALSE,"Vancouver East",59030,"2007",3094355,2220118,815487,58750,348,35,124,189
"Liberal Party of Canada",FALSE,"Vancouver Kingsway",59032,"2007",4475824,3347301,1128523,0,207,60,147,0
"Liberal Party of Canada",FALSE,"Vancouver Quadra",59033,"2007",4930850,2600547,2263325,66978,580,59,311,210
"Liberal Party of Canada",FALSE,"Vancouver South",59034,"2007",97078,33476,63602,0,9,1,8,0
"Liberal Party of Canada",FALSE,"Victoria",59035,"2007",2905319,841599,2004645,59075,384,20,224,140
"Liberal Party of Canada",FALSE,"West Vancouver—Sunshine Coast—Sea to Sky Country",59036,"2007",3425022,2434200,949921,40900,220,67,112,41
"Liberal Party of Canada",FALSE,"Yukon",60001,"2007",920000,815000,105000,0,19,13,6,0
"Liberal Party of Canada",FALSE,"Northwest Territories",61001,"2007",51000,50000,1000,0,2,1,1,0
"Liberal Party of Canada",FALSE,"Nunavut",62001,"2007",415000,415000,0,0,9,9,0,0
"Liberal Party of Canada",FALSE,"Avalon",10001,"2008",2523706,1224801,1235305,63600,270,32,165,73
"Liberal Party of Canada",FALSE,"Bonavista—Gander—Grand Falls—Windsor",10002,"2008",446872,28949,203173,214750,232,1,59,172
"Liberal Party of Canada",FALSE,"Humber—St. Barbe—Baie Verte",10003,"2008",2282900,2024900,258000,0,52,31,21,0
"Liberal Party of Canada",FALSE,"Random—Burin—St. George's",10005,"2008",1093000,707000,386000,0,56,16,40,0
"Liberal Party of Canada",FALSE,"St. John's East",10006,"2008",1292122,340000,952121,0,102,9,93,0
"Liberal Party of Canada",FALSE,"St. John's South—Mount Pearl",10007,"2008",47000,25000,22000,0,4,1,3,0
"Liberal Party of Canada",FALSE,"Cardigan",11001,"2008",1946000,1420000,526000,0,75,30,45,0
"Liberal Party of Canada",FALSE,"Charlottetown",11002,"2008",3217170,1348720,1868450,0,264,31,233,0
"Liberal Party of Canada",FALSE,"Egmont",11003,"2008",1471715,764397,707318,0,107,14,93,0
"Liberal Party of Canada",FALSE,"Malpeque",11004,"2008",1972855,547609,1425246,0,211,19,192,0
"Liberal Party of Canada",FALSE,"Cape Breton—Canso",12001,"2008",2399148,1776408,622740,0,100,40,60,0
"Liberal Party of Canada",FALSE,"Central Nova",12002,"2008",1e+05,1e+05,0,0,1,1,0,0
"Liberal Party of Canada",FALSE,"Dartmouth—Cole Harbour",12003,"2008",6436962,4133601,2303361,0,352,100,252,0
"Liberal Party of Canada",FALSE,"Halifax",12004,"2008",829100,440800,388300,0,70,13,57,0
"Liberal Party of Canada",FALSE,"Halifax West",12005,"2008",907768,340000,567768,0,74,7,67,0
"Liberal Party of Canada",FALSE,"Kings—Hants",12006,"2008",1032439,858503,173936,0,36,13,23,0
"Liberal Party of Canada",FALSE,"Cumberland—Colchester—Musquodoboit Valley",12007,"2008",597100,205000,329000,63100,122,5,31,86
"Liberal Party of Canada",FALSE,"Sackville—Eastern Shore",12008,"2008",1311002,850954,438047,22000,100,17,45,38
"Liberal Party of Canada",FALSE,"Sydney—Victoria",12010,"2008",996625,487650,508975,0,94,10,84,0
"Liberal Party of Canada",FALSE,"West Nova",12011,"2008",2710397,1689897,1020500,0,126,34,92,0
"Liberal Party of Canada",FALSE,"Beauséjour",13002,"2008",6493500,5755000,738500,0,152,100,52,0
"Liberal Party of Canada",FALSE,"Fredericton",13003,"2008",4827500,3745000,1082500,0,143,71,72,0
"Liberal Party of Canada",FALSE,"Fundy Royal",13004,"2008",765000,415000,345000,5000,57,8,42,7
"Liberal Party of Canada",FALSE,"Madawaska—Restigouche",13005,"2008",2727500,2683000,44500,0,116,112,4,0
"Liberal Party of Canada",FALSE,"Miramichi",13006,"2008",2666000,1739000,927000,0,116,40,76,0
"Liberal Party of Canada",FALSE,"Moncton—Riverview—Dieppe",13007,"2008",5463400,4593500,869900,0,152,87,65,0
"Liberal Party of Canada",FALSE,"New Brunswick Southwest",13008,"2008",633000,345000,288000,0,36,9,27,0
"Liberal Party of Canada",FALSE,"Saint John",13009,"2008",7537500,5859500,1678000,0,242,114,128,0
"Liberal Party of Canada",FALSE,"Tobique—Mactaquac",13010,"2008",72000,72000,0,0,6,0,6,0
"Liberal Party of Canada",FALSE,"Ahuntsic",24002,"2008",2782176,2067175,715000,0,89,40,49,0
"Liberal Party of Canada",FALSE,"Argenteuil—Papineau—Mirabel",24004,"2008",220000,220000,0,0,2,2,0,0
"Liberal Party of Canada",FALSE,"Beauce",24005,"2008",110000,90000,20000,0,3,2,1,0
"Liberal Party of Canada",FALSE,"Beauport—Limoilou",24007,"2008",2848785,2816285,32500,0,94,92,2,0
"Liberal Party of Canada",FALSE,"Berthier—Maskinongé",24008,"2008",423500,412500,0,0,12,0,12,0
"Liberal Party of Canada",FALSE,"Bourassa",24009,"2008",6460500,6293000,167500,0,134,123,11,0
"Liberal Party of Canada",FALSE,"Brome—Missisquoi",24010,"2008",2931557,1901454,1030103,0,123,46,77,0
"Liberal Party of Canada",FALSE,"Brossard—La Prairie",24011,"2008",556200,440000,116200,0,24,9,15,0
"Liberal Party of Canada",FALSE,"Chambly—Borduas",24012,"2008",36500066,36060274,439792,0,681,630,51,0
"Liberal Party of Canada",FALSE,"Chicoutimi—Le Fjord",24016,"2008",461914,216385,245530,0,20,4,16,0
"Liberal Party of Canada",FALSE,"Compton—Stanstead",24017,"2008",391000,242000,149000,0,29,7,22,0
"Liberal Party of Canada",FALSE,"Drummond",24018,"2008",2734006,2469006,265000,0,90,67,23,0
"Liberal Party of Canada",FALSE,"Gaspésie—Îles-de-la-Madeleine",24019,"2008",1600000,1600000,0,0,15,15,0,0
"Liberal Party of Canada",FALSE,"Hochelaga",24021,"2008",39500,30000,9500,0,4,1,3,0
"Liberal Party of Canada",FALSE,"Honoré-Mercier",24022,"2008",3745104,3035316,709788,0,94,44,50,0
"Liberal Party of Canada",FALSE,"Hull—Aylmer",24023,"2008",2711500,2565000,101000,45500,85,38,17,30
"Liberal Party of Canada",FALSE,"Lac-Saint-Louis",24027,"2008",2850532,2471032,379500,0,112,55,57,0
"Liberal Party of Canada",FALSE,"LaSalle—Émard",24029,"2008",1931000,1366000,565000,0,50,18,32,0
"Liberal Party of Canada",FALSE,"Laurentides—Labelle",24030,"2008",2374000,2239000,135000,0,63,54,9,0
"Liberal Party of Canada",FALSE,"Laurier—Sainte-Marie",24031,"2008",1818706,1064590,731958,22158,110,32,63,15
"Liberal Party of Canada",FALSE,"Laval",24032,"2008",380000,105000,0,0,14,14,0,0
"Liberal Party of Canada",FALSE,"Laval—Les Îles",24033,"2008",666852,409852,257000,0,35,9,26,0
"Liberal Party of Canada",FALSE,"Lotbinière—Chutes-de-la-Chaudière",24036,"2008",232150,111432,120718,0,16,3,13,0
"Liberal Party of Canada",FALSE,"Louis-Hébert",24037,"2008",1356000,1246000,110000,0,31,22,9,0
"Liberal Party of Canada",FALSE,"Marc-Aurèle-Fortin",24040,"2008",120000,120000,0,0,3,3,0,0
"Liberal Party of Canada",FALSE,"Mount Royal",24044,"2008",4982700,4744600,238100,0,105,81,24,0
"Liberal Party of Canada",FALSE,"Notre-Dame-de-Grâce—Lachine",24045,"2008",357872,232671,125200,0,18,6,12,0
"Liberal Party of Canada",FALSE,"Outremont",24047,"2008",1296944,989344,253600,54000,81,28,23,30
"Liberal Party of Canada",FALSE,"Papineau",24048,"2008",15453689,12849701,2603988,0,429,218,211,0
"Liberal Party of Canada",FALSE,"Pierrefonds—Dollard",24049,"2008",4058010,3535014,522996,0,146,92,54,0
"Liberal Party of Canada",FALSE,"Pontiac",24050,"2008",1742697,495331,1108366,139000,249,13,133,103
"Liberal Party of Canada",FALSE,"Bas-Richelieu—Nicolet—Bécancour",24054,"2008",1536000,1171000,365000,0,56,21,35,0
"Liberal Party of Canada",FALSE,"Richmond—Arthabaska",24055,"2008",314244,140000,174244,0,25,4,21,0
"Liberal Party of Canada",FALSE,"Rimouski-Neigette—Témiscouata—Les Basques",24056,"2008",1131957,380573,751384,0,95,10,85,0
"Liberal Party of Canada",FALSE,"Rivière-des-Mille-Îles",24057,"2008",308200,255700,52500,0,12,5,7,0
"Liberal Party of Canada",FALSE,"Montmagny—L'Islet—Kamouraska—Rivière-du-Loup",24058,"2008",1437489,1329989,107500,0,34,24,10,0
"Liberal Party of Canada",FALSE,"Rosemont—La Petite-Patrie",24061,"2008",477500,82500,84000,311000,170,1,9,160
"Liberal Party of Canada",FALSE,"Saint-Bruno—Saint-Hubert",24062,"2008",80000,65000,15000,0,3,2,1,0
"Liberal Party of Canada",FALSE,"Saint-Jean",24064,"2008",402500,402500,0,0,16,16,0,0
"Liberal Party of Canada",FALSE,"Saint-Lambert",24065,"2008",2557021,1746700,810321,0,120,37,83,0
"Liberal Party of Canada",FALSE,"Saint-Laurent—Cartierville",24066,"2008",2684000,2155000,529000,0,74,28,46,0
"Liberal Party of Canada",FALSE,"Saint-Léonard—Saint-Michel",24067,"2008",6057000,5305000,752000,0,145,105,40,0
"Liberal Party of Canada",FALSE,"Saint-Maurice—Champlain",24068,"2008",84000,50000,15000,19000,21,1,1,19
"Liberal Party of Canada",FALSE,"Sherbrooke",24070,"2008",115000,75000,40000,0,8,3,5,0
"Liberal Party of Canada",FALSE,"Terrebonne—Blainville",24071,"2008",310000,0,0,0,10,10,0,0
"Liberal Party of Canada",FALSE,"Trois-Rivières",24072,"2008",70000,40000,30000,0,4,1,3,0
"Liberal Party of Canada",FALSE,"Vaudreuil-Soulanges",24073,"2008",2141500,1175000,966500,0,100,27,73,0
"Liberal Party of Canada",FALSE,"Verchères—Les Patriotes",24074,"2008",290000,160000,120000,10000,22,0,7,15
"Liberal Party of Canada",FALSE,"Westmount—Ville-Marie",24075,"2008",9323600,7701800,1621800,0,362,183,179,0
"Liberal Party of Canada",FALSE,"Ajax—Pickering",35001,"2008",3318664,2456664,772000,90000,308,44,84,180
"Liberal Party of Canada",FALSE,"Algoma—Manitoulin—Kapuskasing",35002,"2008",2147900,1303000,844900,0,113,34,79,0
"Liberal Party of Canada",FALSE,"Ancaster—Dundas—Flamborough—Westdale",35003,"2008",1992652,1342592,650060,0,86,27,59,0
"Liberal Party of Canada",FALSE,"Barrie",35004,"2008",1227338,756996,460342,10000,65,16,43,6
"Liberal Party of Canada",FALSE,"Beaches—East York",35005,"2008",4925079,4259902,665177,0,126,64,62,0
"Liberal Party of Canada",FALSE,"Bramalea—Gore—Malton",35006,"2008",2165200,2072745,92455,0,36,29,7,0
"Liberal Party of Canada",FALSE,"Brampton—Springdale",35007,"2008",6596497,6174089,422408,0,169,132,37,0
"Liberal Party of Canada",FALSE,"Brampton West",35008,"2008",309500,252606,56894,0,11,5,6,0
"Liberal Party of Canada",FALSE,"Brant",35009,"2008",4810026,3335768,1474258,0,215,75,140,0
"Liberal Party of Canada",FALSE,"Burlington",35010,"2008",3194751,2459661,734590,500,214,55,158,1
"Liberal Party of Canada",FALSE,"Cambridge",35011,"2008",5051850,4424350,627500,0,118,67,51,0
"Liberal Party of Canada",FALSE,"Carleton—Mississippi Mills",35012,"2008",430000,430000,0,0,6,6,0,0
"Liberal Party of Canada",FALSE,"Chatham-Kent—Essex",35013,"2008",3299551,1697663,1591888,10000,252,47,185,20
"Liberal Party of Canada",FALSE,"Durham",35014,"2008",1648132,966882,644700,36550,348,19,106,223
"Liberal Party of Canada",FALSE,"Davenport",35015,"2008",4249500,3985000,264500,0,77,60,17,0
"Liberal Party of Canada",FALSE,"Don Valley East",35016,"2008",3648500,3207000,441500,0,96,59,37,0
"Liberal Party of Canada",FALSE,"Don Valley West",35017,"2008",7550994,5795128,1755866,0,316,136,180,0
"Liberal Party of Canada",FALSE,"Dufferin—Caledon",35018,"2008",754180,251692,343482,159006,258,7,36,215
"Liberal Party of Canada",FALSE,"Eglinton—Lawrence",35019,"2008",639200,611200,28000,0,9,7,2,0
"Liberal Party of Canada",FALSE,"Elgin—Middlesex—London",35020,"2008",2435648,1576864,858784,0,140,30,110,0
"Liberal Party of Canada",FALSE,"Essex",35021,"2008",4704874,2647465,1998759,58649,282,54,175,53
"Liberal Party of Canada",FALSE,"Etobicoke Centre",35022,"2008",7560141,6416396,1143745,0,280,131,149,0
"Liberal Party of Canada",FALSE,"Etobicoke—Lakeshore",35023,"2008",12622065,11548081,1073984,0,289,189,100,0
"Liberal Party of Canada",FALSE,"Etobicoke North",35024,"2008",30000,30000,0,0,1,1,0,0
"Liberal Party of Canada",FALSE,"Glengarry—Prescott—Russell",35025,"2008",1944678,1634180,310498,0,74,34,40,0
"Liberal Party of Canada",FALSE,"Guelph",35027,"2008",6319619,5293119,1026500,0,220,126,94,0
"Liberal Party of Canada",FALSE,"Haldimand—Norfolk",35028,"2008",7171350,5541755,1629596,0,277,110,167,0
"Liberal Party of Canada",FALSE,"Haliburton—Kawartha Lakes—Brock",35029,"2008",1818087,1096572,640970,80545,149,22,74,53
"Liberal Party of Canada",FALSE,"Halton",35030,"2008",2472666,1047792,1424874,0,215,23,192,0
"Liberal Party of Canada",FALSE,"Hamilton Centre",35031,"2008",1606381,1138767,467614,0,64,15,49,0
"Liberal Party of Canada",FALSE,"Hamilton East—Stoney Creek",35032,"2008",2927206,2225000,702206,0,115,53,62,0
"Liberal Party of Canada",FALSE,"Hamilton Mountain",35033,"2008",1629557,759179,870378,0,122,15,107,0
"Liberal Party of Canada",FALSE,"Huron—Bruce",35034,"2008",1964268,1326768,637500,0,126,41,85,0
"Liberal Party of Canada",FALSE,"Kenora",35035,"2008",1331259,793495,537764,0,100,18,82,0
"Liberal Party of Canada",FALSE,"Kingston and the Islands",35036,"2008",1261627,815000,432000,14627,87,25,42,20
"Liberal Party of Canada",FALSE,"Kitchener Centre",35037,"2008",3298800,2127650,1171150,0,250,43,207,0
"Liberal Party of Canada",FALSE,"Kitchener—Conestoga",35038,"2008",1137161,940032,197129,0,53,27,26,0
"Liberal Party of Canada",FALSE,"Kitchener—Waterloo",35039,"2008",2284764,1662764,622000,0,83,32,51,0
"Liberal Party of Canada",FALSE,"Lanark—Frontenac—Lennox and Addington",35040,"2008",3181652,2053075,1094676,33900,194,45,119,30
"Liberal Party of Canada",FALSE,"Leeds—Grenville",35041,"2008",357400,250000,66900,40500,39,5,6,28
"Liberal Party of Canada",FALSE,"London—Fanshawe",35042,"2008",3664354,2711336,953018,0,129,48,81,0
"Liberal Party of Canada",FALSE,"London North Centre",35043,"2008",2567000,1810000,757000,0,113,39,74,0
"Liberal Party of Canada",FALSE,"London West",35044,"2008",1305420,592620,712800,0,70,14,56,0
"Liberal Party of Canada",FALSE,"Markham—Unionville",35045,"2008",6406001,5433877,972124,0,207,104,103,0
"Liberal Party of Canada",FALSE,"Mississauga—Brampton South",35047,"2008",3738500,2975000,707500,56000,138,138,0,0
"Liberal Party of Canada",FALSE,"Mississauga East—Cooksville",35048,"2008",1967000,1650000,317000,0,48,20,28,0
"Liberal Party of Canada",FALSE,"Mississauga—Erindale",35049,"2008",7572548,5854180,1718368,0,223,97,126,0
"Liberal Party of Canada",FALSE,"Mississauga South",35050,"2008",1229500,670000,559500,0,64,15,49,0
"Liberal Party of Canada",FALSE,"Mississauga—Streetsville",35051,"2008",11193327,9441107,1752220,0,327,154,173,0
"Liberal Party of Canada",FALSE,"Nepean—Carleton",35052,"2008",1487425,778600,708825,0,178,22,156,0
"Liberal Party of Canada",FALSE,"Newmarket—Aurora",35053,"2008",4107969,3306660,770160,31149,143,57,66,20
"Liberal Party of Canada",FALSE,"Niagara Falls",35054,"2008",4308500,3179000,1129500,0,155,70,85,0
"Liberal Party of Canada",FALSE,"Niagara West—Glanbrook",35055,"2008",2947225,2089633,693017,164575,296,41,93,162
"Liberal Party of Canada",FALSE,"Nickel Belt",35056,"2008",3228830,2285900,844429,98500,275,56,72,147
"Liberal Party of Canada",FALSE,"Nipissing—Timiskaming",35057,"2008",6751895,4202111,2549784,0,332,89,243,0
"Liberal Party of Canada",FALSE,"Northumberland—Quinte West",35058,"2008",1323807,599799,724008,0,110,17,93,0
"Liberal Party of Canada",FALSE,"Oak Ridges—Markham",35059,"2008",4368717,2290550,2078166,0,342,51,291,0
"Liberal Party of Canada",FALSE,"Oakville",35060,"2008",231000,24000,207000,0,34,1,33,0
"Liberal Party of Canada",FALSE,"Oshawa",35061,"2008",2401000,1954500,446500,0,67,26,41,0
"Liberal Party of Canada",FALSE,"Ottawa Centre",35062,"2008",4407142,2810606,1596536,0,224,62,162,0
"Liberal Party of Canada",FALSE,"Ottawa—Orléans",35063,"2008",3650592,2647992,1002600,0,197,50,147,0
"Liberal Party of Canada",FALSE,"Ottawa South",35064,"2008",6485699,4278151,2207548,0,303,95,208,0
"Liberal Party of Canada",FALSE,"Ottawa—Vanier",35065,"2008",8058353,3998807,4059546,0,467,109,358,0
"Liberal Party of Canada",FALSE,"Ottawa West—Nepean",35066,"2008",3437258,1691514,1745743,0,225,42,183,0
"Liberal Party of Canada",FALSE,"Oxford",35067,"2008",3018434,1980768,1037666,0,134,41,93,0
"Liberal Party of Canada",FALSE,"Parkdale—High Park",35068,"2008",4036229,3248827,568675,218727,561,70,63,428
"Liberal Party of Canada",FALSE,"Parry Sound—Muskoka",35069,"2008",2424970,1351810,1050010,23150,199,29,120,50
"Liberal Party of Canada",FALSE,"Perth—Wellington",35070,"2008",786396,382935,403461,0,58,9,49,0
"Liberal Party of Canada",FALSE,"Peterborough",35071,"2008",7781624,5869452,1912172,0,293,117,176,0
"Liberal Party of Canada",FALSE,"Pickering—Scarborough East",35072,"2008",1902441,1045053,759088,98300,294,22,77,195
"Liberal Party of Canada",FALSE,"Prince Edward—Hastings",35073,"2008",4591603,2967770,1623833,0,331,122,209,0
"Liberal Party of Canada",FALSE,"Renfrew—Nipissing—Pembroke",35074,"2008",1263830,266160,997670,0,227,7,220,0
"Liberal Party of Canada",FALSE,"Richmond Hill",35075,"2008",4240561,2834110,1391651,14800,356,70,161,125
"Liberal Party of Canada",FALSE,"St. Catharines",35076,"2008",4671134,2852139,1818995,0,240,67,173,0
"Liberal Party of Canada",FALSE,"St. Paul's",35077,"2008",4981195,3754364,1195606,31225,239,85,127,27
"Liberal Party of Canada",FALSE,"Sarnia—Lambton",35078,"2008",519739,188000,176500,155240,246,5,16,225
"Liberal Party of Canada",FALSE,"Scarborough—Agincourt",35080,"2008",8514500,7960000,554500,0,241,199,42,0
"Liberal Party of Canada",FALSE,"Scarborough Centre",35081,"2008",1170000,1025000,145000,0,27,15,12,0
"Liberal Party of Canada",FALSE,"Scarborough—Guildwood",35082,"2008",1634000,1119500,473000,41500,109,22,47,40
"Liberal Party of Canada",FALSE,"Scarborough—Rouge River",35083,"2008",2164852,1493712,651640,19500,244,30,88,126
"Liberal Party of Canada",FALSE,"Scarborough Southwest",35084,"2008",924516,371703,552813,0,101,9,92,0
"Liberal Party of Canada",FALSE,"Simcoe—Grey",35085,"2008",1414900,866000,539900,9000,72,15,51,6
"Liberal Party of Canada",FALSE,"Simcoe North",35086,"2008",4515176,3085038,1430138,0,218,58,160,0
"Liberal Party of Canada",FALSE,"Stormont—Dundas—South Glengarry",35087,"2008",365736,197730,168006,0,50,6,44,0
